0.000000000000000000e+00 4.500000000000000000e+00
1.010101010101010083e-01 4.362381155082078799e+00
2.020202020202020166e-01 4.269160039425940134e+00
3.030303030303030387e-01 4.149164221181304235e+00
4.040404040404040331e-01 4.014721008301654237e+00
5.050505050505050830e-01 3.917677515952350920e+00
6.060606060606060774e-01 3.763652606468074868e+00
7.070707070707070718e-01 3.594715412423224787e+00
8.080808080808080662e-01 3.582147695962245137e+00
9.090909090909090606e-01 3.373101993451635305e+00
1.010101010101010166e+00 3.322778754526289458e+00
1.111111111111111160e+00 3.242929378567624976e+00
1.212121212121212155e+00 3.075316164923775020e+00
1.313131313131313149e+00 3.044938647047566338e+00
1.414141414141414144e+00 2.939394471351468141e+00
1.515151515151515138e+00 2.911948855325334762e+00
1.616161616161616132e+00 2.719362107130542494e+00
1.717171717171717127e+00 2.672014981071335171e+00
1.818181818181818121e+00 2.647833082213257860e+00
1.919191919191919116e+00 2.485984133817199737e+00
2.020202020202020332e+00 2.426217174494622153e+00
2.121212121212121104e+00 2.390080325020096819e+00
2.222222222222222321e+00 2.265617883636763530e+00
2.323232323232323093e+00 2.225673535438778217e+00
2.424242424242424310e+00 2.291729894513339083e+00
2.525252525252525082e+00 2.177891892876900215e+00
2.626262626262626299e+00 2.088589546117685547e+00
2.727272727272727071e+00 2.001236355196474026e+00
2.828282828282828287e+00 2.042496153606547349e+00
2.929292929292929060e+00 1.898117765730617634e+00
3.030303030303030276e+00 1.863747723429798553e+00
3.131313131313131048e+00 1.736033676372276124e+00
3.232323232323232265e+00 1.633035328298957811e+00
3.333333333333333481e+00 1.564922679902180258e+00
3.434343434343434254e+00 1.726714358001554706e+00
3.535353535353535470e+00 1.621235789673648675e+00
3.636363636363636243e+00 1.475416024929213199e+00
3.737373737373737459e+00 1.513904139775524627e+00
3.838383838383838231e+00 1.382620234725186359e+00
3.939393939393939448e+00 1.412640025033644831e+00
4.040404040404040664e+00 1.459390230462956239e+00
4.141414141414140992e+00 1.475802295477106840e+00
4.242424242424242209e+00 1.263222026700549616e+00
4.343434343434343425e+00 1.220535000133368353e+00
4.444444444444444642e+00 1.303579378309132286e+00
4.545454545454544970e+00 1.188442856303064454e+00
4.646464646464646187e+00 1.113459251549950180e+00
4.747474747474747403e+00 9.995023100398457983e-01
4.848484848484848619e+00 1.196339773015786756e+00
4.949494949494949836e+00 1.170390514918290048e+00
5.050505050505050164e+00 1.076633531967826407e+00
5.151515151515151381e+00 1.027315380131179179e+00
5.252525252525252597e+00 9.539922444818772496e-01
5.353535353535353813e+00 1.123900121452155121e+00
5.454545454545454142e+00 1.054861254971360296e+00
5.555555555555555358e+00 8.706863915327159864e-01
5.656565656565656575e+00 1.021303402816071459e+00
5.757575757575757791e+00 8.342463884643056549e-01
5.858585858585858119e+00 1.015821474796007706e+00
5.959595959595959336e+00 9.019547617537421180e-01
6.060606060606060552e+00 9.224353964252995919e-01
6.161616161616161769e+00 8.466362723907069343e-01
6.262626262626262097e+00 9.024161358719001713e-01
6.363636363636363313e+00 7.518620006152750834e-01
6.464646464646464530e+00 9.262885467036261478e-01
6.565656565656565746e+00 7.576613618324731236e-01
6.666666666666666963e+00 5.678748109105327124e-01
6.767676767676767291e+00 8.118948734086821606e-01
6.868686868686868507e+00 6.019339561888997769e-01
6.969696969696969724e+00 8.214072612620746394e-01
7.070707070707070940e+00 6.861657709989130716e-01
7.171717171717171269e+00 8.188273239209659105e-01
7.272727272727272485e+00 6.414138182911278685e-01
7.373737373737373701e+00 4.814607161911758637e-01
7.474747474747474918e+00 5.409092844981232551e-01
7.575757575757575246e+00 6.471390762994073675e-01
7.676767676767676463e+00 4.937931097796445234e-01
7.777777777777777679e+00 4.015567479725161704e-01
7.878787878787878896e+00 7.400198072061234811e-01
7.979797979797979224e+00 4.540870938084016206e-01
8.080808080808081328e+00 3.718012027763618610e-01
8.181818181818181657e+00 6.605179692497210597e-01
8.282828282828281985e+00 6.148421833614587939e-01
8.383838383838384090e+00 4.936349432008803051e-01
8.484848484848484418e+00 6.456285236358885182e-01
8.585858585858586522e+00 5.885033712627046887e-01
8.686868686868686851e+00 3.293146429228406835e-01
8.787878787878787179e+00 4.987016596391146139e-01
8.888888888888889284e+00 6.646180085245599889e-01
8.989898989898989612e+00 3.359026500819343730e-01
9.090909090909089940e+00 4.622699147945982245e-01
9.191919191919192045e+00 5.414258746929806465e-01
9.292929292929292373e+00 5.371278380847066547e-01
9.393939393939394478e+00 4.558201284487845562e-01
9.494949494949494806e+00 6.497599619300544749e-01
9.595959595959595134e+00 5.214908611809804251e-01
9.696969696969697239e+00 4.973775996146461154e-01
9.797979797979797567e+00 4.898580446807730970e-01
9.898989898989899672e+00 3.007796832972345347e-01
1.000000000000000000e+01 5.369300983717153475e-01
